uf,cnpj,cns,nome_oficial,municipio,cep,homepage,data_instalacao,atribuicoes,area_abrangencia,comarca
AL,07.439.528/0001-00,00.277-4,ofício de registro civil das pessoas naturais e tabelionato de notas - inhapi,Inhapi,57545000,"",2005-01-05,casamentos;nascimentos;notas;óbitos,município de inhapi,mata grande
AL,09.323.375/0001-62,00.369-9,ofício de registro civil das pessoas naturais,Jacaré dos Homens,57430000,"",1949-12-18,casamentos;nascimentos;óbitos,município de jacaré dos homens,batalha
AL,"",00.308-7,tabelionato de notas e ofício de registro de imóveis e títulos e documentos,Jacaré dos Homens,57430000,"",1960-08-11,notas;registro de imóveis;registro de títulos e documentos,município de jacaré dos homens,batalha
AL,09.222.182/0001-10,00.332-7,ofício de registro civil das pessoas naturais,Jacuípe,57960000,"",1909-02-20,casamentos;nascimentos;notas;óbitos,município de jacuípe,porto calvo
AL,"",00.245-1,"tabelionato de notas, protesto de títulos e anexos",Jacuípe,57960000,"",1963-08-08,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de jacuípe,porto calvo
AL,03.083.000/0001-90,00.322-8,ofício de registro civil das pessoas naturais e anexos,Japaratinga,57950000,"",1901-04-14,casamentos;interdições e tutelas;nascimentos;notas;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de japaratinga,maragogi
AL,09.261.826/0001-89,00.278-2,ofício de registro civil das pessoas naturais,Jaramataia,57425000,"",1960-11-17,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de jaramataia,major isidoro
AL,09.217.990/0001-99,00.242-8,ofício de registro civil das pessoas naturais,Joaquim Gomes,57980000,"",1960-11-17,casamentos;interdições e tutelas;nascimentos;óbitos,município de joaquim gomes,joaquim gomes
AL,"",00.334-3,tabelionato de notas e protesto e ofício de registro de imóveis,Joaquim Gomes,57980000,"",1988-10-25,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de joaquim gomes,joaquim gomes
AL,09.222.095/0001-62,00.264-2,ofício de registro civil das pessoas naturais e tabelionato de notas,Jundiá,57965000,"",1900-04-26,casamentos;nascimentos;notas;óbitos,município de jundiá,porto calvo
AL,09.224.280/0001-96,00.355-8,ofício de registro civil das pessoas naturais e tabelionato de notas,Junqueiro,57270000,"",1953-09-20,casamentos;nascimentos;notas;óbitos,município de junqueiro,junqueiro
AL,12.443.800/0001-66,00.336-8,"tabelionato de notas, protesto de títulos e registro de imóveis, tit. e doc. e civil de pess. jurídicas",Junqueiro,57270000,"",1916-01-25,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de junqueiro,junqueiro
AL,09.228.730/0001-19,00.361-6,ofício de registro civil das pessoas naturais e tabelionato de notas,Lagoa da Canoa,57330000,"",1907-10-04,casamentos;nascimentos;notas;óbitos,município de lagoa da canoa,feira grande
AL,02.330.893/0001-17,00.323-6,"tabelionato de notas, ofício de registro de imóveis e anexos",Lagoa da Canoa,57330000,"",1989-08-28,cível;criminal;notas;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de lagoa da canoa,feira grande
AL,12.473.062/0001-08,00.239-4,ofício de registro civil das pessoas naturais,Limoeiro de Anadia,57260000,"",1889-01-04,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de limoeiro de anadia,limoeiro de anadia
AL,12.489.787/0001-86,00.317-8,tabelionato de notas e protesto e ofício de registro de imóveis e títulos e documentos,Limoeiro de Anadia,57260000,"",1875-04-05,notas;protesto de títulos;registro de imóveis;registro de títulos e documentos,município de limoeiro de anadia,limoeiro de anadia
AL,09.219.432/0001-62,00.281-6,ofício de registro civil das pessoas naturais - 1º distrito,Maceió,57020250,"",1888-10-11,interdições e tutelas;nascimentos;notas;óbitos,1º distrito,maceió
AL,09.211.224/0001-17,00.402-8,ofício de registro civil das pessoas naturais - 6º distrito,Maceió,57014680,"",1961-07-21,casamentos;nascimentos;notas;óbitos,6º distrito ponta grossa,maceió
AL,09.219.240/0001-56,00.227-9,ofício de registro civil das pessoas naturais - 3º distrito,Maceió,57017550,"",1905-01-17,nascimentos;óbitos,3º distrito bebedouro,maceió
AL,09.205.323/0001-96,00.294-9,2º ofício de registro civil e tabelionato de notas 2º distrito,Maceió,57025000,"",1889-02-01,nascimentos;notas;óbitos,município de maceió,maceió
AL,09.222.602/0002-68,00.255-0,ofício de registro civil das pessoas naturais - 4º distrito de floriano peixoto,Maceió,57039820,"",1876-07-28,casamentos;nascimentos;notas;óbitos,4º distrito floriano peixoto,maceió
AL,09.222.808/0001-98,00.284-0,ofício de registro civil das pessoas naturais - 5º distrito,Maceió,57061140,"",1925-06-27,nascimentos;óbitos,5º distrito tabuleiro dos martins,maceió
AL,09.218.027/0001-20,00.287-3,ofício de registro civil de casamentos e feitos matrimoniais,Maceió,57020670,"",1890-05-20,casamentos,cidade de maceió,maceió
AL,"",00.194-1,1º tabelionato de notas e protesto,Maceió,57020140,www.celsopontesdemiranda.com.br,1840-01-02,notas;protesto de títulos,município de maceió,maceió
AL,12.517.199/0001-09,00.199-0,2º tabelionato de notas,Maceió,57020050,"",1968-06-19,notas,município de maceió,maceió
AL,12.517.223/0001-00,00.200-6,3º tabelionato de notas,Maceió,57020220,"",1875-03-13,notas,município de maceió,maceió
AL,12.517.256/0001-50,00.191-7,"4º tabelionato de notas, registro de tit. e documentos e civil de pessoas jurídicas",Maceió,57020200,"",1962-10-07,notas;registro civil de pessoas jurídicas;registro de títulos e documentos,município de maceió,maceió
AL,"",00.343-4,5º tabelionato de notas,Maceió,57055760,"",1928-04-30,notas,município de maceió,maceió
AL,12.517.207/0001-17,00.196-6,6º tabelionato de notas,Maceió,57020380,"",1937-12-03,notas,município de maceió,maceió
AL,12.517.173/0001-60,00.173-5,1º ofício de registro de imóveis e hipotecas,Maceió,57020150,"",1865-07-26,registro de imóveis,cidade de maceió,maceió
AL,12.517.348/0001-30,00.192-4,2º ofício de registro de imóveis e hipotecas,Maceió,57014060,"",1971-10-11,registro de imóveis,cidade de maceió,maceió
AL,35.562.305/0001-71,00.189-1,3º ofício de registro de imóveis e distribuição,Maceió,57020903,"",1989-09-27,distribuidor;registro de imóveis,cidade de maceió,maceió
AL,69.978.104/0001-71,00.179-2,2º ofício de registro de títulos e documentos e civil de pess. jurídicas,Maceió,57020370,www.2rtd-al.com.br,1992-06-09,registro civil de pessoas jurídicas;registro de títulos e documentos,município de maceió,maceió
AL,"",00.182-6,2º tabelionato de protesto de títulos,Maceió,57020190,"",1977-03-23,protesto de títulos,município de maceió,maceió
AL,12.487.161/0001-30,00.379-8,tabelionato de notas e protesto e ofício de registro de imóveis,Major Isidoro,57580000,"",1913-09-12,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,municípios de major isidoro e jaramataia,major isidoro
AL,09.200.533/0001-91,00.290-7,ofício de registro civil e tabelionato de notas - capelinha,Major Isidoro,57580000,"",1962-06-30,casamentos;nascimentos;notas;óbitos,distrito de capelinha,major isidoro
AL,"",00.244-4,oficio de registro civil das pessoas naturais - são marcos,Major Isidoro,57580000,"",1949-10-25,casamentos;nascimentos;óbitos,distrito de são marcos,major isidoro
AL,09.218.075/0001-18,00.215-4,ofício de registro civil das pessoas naturais e de interdições e tutelas,Major Isidoro,57580000,"",1903-01-29,casamentos;interdições e tutelas;nascimentos;óbitos,município de major isidoro,major isidoro
AL,09.219.596/0001-90,00.347-5,ofício do registro civil e tabelionato de notas,Maragogi,57955000,"",1923-04-09,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de maragogi,maragogi
AL,09.218.039/0001-54,00.357-4,ofício do registro civil e tabelionato de notas - barra grande,Maragogi,57955000,"",1915-01-02,casamentos;interdições e tutelas;nascimentos;notas;óbitos,distrito de barra grande,maragogi
AL,12.431.532/0001-62,00.174-3,tabelionato de notas e protesto e ofício de registro de imóveis,Maragogi,57955000,"",1972-11-12,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de maragogi,maragogi
AL,09.223.792/0001-38,00.269-1,ofício de registro civil das pessoas naturais e tabelionato de notas,Maravilha,57520000,"",1929-04-30,casamentos;nascimentos;notas;óbitos,município de maravilha,maravilha
AL,12.420.881/0001-89,00.380-6,tabelionato de notas e protesto e ofício de registro de imóveis,Maravilha,57520000,"",1963-10-30,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de maravilha,maravilha
AL,09.217.560/0001-77,00.226-1,ofício de registro civil das pessoas naturais,Marechal Deodoro,57160000,"",1979-01-10,casamentos;interdições e tutelas;nascimentos;óbitos,município de marechal deodoro,marechal deodoro
AL,12.517.264/0001-04,00.387-1,"tabelionato de notas, protesto e ofício de registro de imóveis, títulos e documentos",Marechal Deodoro,57160000,"",1979-04-10,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de marechal deodoro,marechal deodoro
AL,"",00.279-0,ofício de registro civil das pessoas naturais e tabelionato de notas,Maribondo,57670000,"",1961-01-01,casamentos;nascimentos;notas;óbitos,município de maribondo,maribondo
AL,08.462.525/0001-50,00.340-0,tabelionato de notas e protesto e ofício de registro de imóveis,Maribondo,57670000,"",1976-08-09,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de maribondo,maribondo
AL,"",00.282-4,ofício de registro civil das pessoas naturais e tabelionato de notas,Mar Vermelho,57730000,"",1893-05-18,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de mar vermelho,viçosa
AL,02.365.122/0001-07,00.318-6,ofício de registro civil das pessoas naturais e tabelionato de notas,Mata Grande,57540000,"",1988-10-11,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de mata grande,mata grande
AL,12.489.779/0001-30,00.391-3,"tabelionato de notas, protestos e ofício de registro de imóveis",Feira Grande,57340000,"",1939-05-15,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de feira grande,feira grande
AL,09.211.313/0001-63,00.295-6,ofício do registro civil e tabelionato de notas,Matriz de Camaragibe,57910000,"",1871-02-28,casamentos;nascimentos;notas;óbitos,município de matriz de camaragibe,matriz de camaragibe
AL,"",00.197-4,tabelionato de notas e protesto e anexos,Matriz de Camaragibe,57910000,"",1975-07-01,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de matriz camaragibe,matriz de camaragibe
AL,09.218.745/0001-04,00.216-2,ofício de registro civil das pessoas naturais,Messias,57990000,"",1942-06-07,casamentos;nascimentos;óbitos,município de messias,messias
AL,01.177.003/0001-68,00.324-4,"tabelionato de notas, protestos e reg. de imóveis",Messias,57990000,"",1994-11-21,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de messias,messias
AL,09.129.017/0001-18,00.280-8,ofício de registro civil das pessoas naturais,Minador do Negrão,57615000,"",1950-01-05,casamentos;nascimentos;óbitos,município de minador do negrão,cacimbinhas
AL,09.224.381/0001-67,00.256-8,ofício de registro civil das pessoas naturais e tabelionato de notas,Monteirópolis,57440000,"",1960-08-31,casamentos;interdições e tutelas;nascimentos;notas;óbitos;registro de imóveis,município de monteirópolis,olho d'água das flores
AL,"",00.303-8,"tabelionato de notas e ofício de registro de imóveis, tít. e documentos",Monteirópolis,57440000,"",1960-12-13,notas;registro de imóveis;registro de títulos e documentos,município de monteirópolis,olho d'água das flores
AL,00.004.674/0001-90,00.268-3,ofício de registro civil das pessoas naturais,Murici,57820000,"",1989-01-21,casamentos;nascimentos;notas;óbitos,município de murici,murici
AL,"",00.203-0,1º tabelionato de notas e ofício de registro de imóveis,Murici,57820000,"",1960-12-13,notas;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de murici,murici
AL,"",00.180-0,2º tabelionato de notas e protestos,Murici,57820000,"",1960-12-13,notas;protesto de títulos,município de murici,murici
AL,"",00.302-0,ofício de registro civil das pessoas naturais,Novo Lino,57970000,"",1981-01-08,casamentos;interdições e tutelas;nascimentos;óbitos,municípios de novo lino,novo lino
AL,"",00.311-1,"tabelionato de notas, protestos, ofício de registro de imóveis e anexos",Novo Lino,57970000,"",1981-01-08,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de novo lino,novo lino
AL,09.220.041/0001-68,00.238-6,ofício de registro civil das pessoas naturais e tabelionato de notas,Olho d'Água das Flores,57442000,"",1950-01-01,casamentos;interdições e tutelas;nascimentos;notas;óbitos;registro de imóveis,município de olho d´água das flores,olho d'água das flores
AL,12.420.923/0001-81,00.208-9,"tabelionato de notas e protesto e ofício de registro de imóveis, títulos e documentos e civil de pessoas jurídicas",Olho d'Água das Flores,57442000,"",1960-10-10,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de olho d´água das flores,olho d'água das flores
AL,09.193.418/0001-81,00.398-8,ofício de registro civil e tabelionato de notas,Olho d'Água do Casado,57470000,"",1950-06-15,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de olho d´água do casado,piranhas
